nitrogen_rate,yield
4.417361850603307,8.993702210922107
13.627243880316286,8.755931256193264
18.490700740763643,8.995345936158936
26.282259472337266,9.628682222523853
34.98164501343961,9.277314280406015
38.2903536625052,9.660703576703964
52.5899515896606,9.39816688754437
54.02871646538505,9.640648297611643
56.50640873258972,9.458650409361075
68.71804412158407,9.845881414060285
70.80354127230919,10.234511580484783
76.86817960532753,9.565502472451266
77.952903201283,10.232140576525184
83.85149016558589,10.271640566464969
83.87819887659447,10.022520934530089
91.38726162790105,9.892349912869411
92.57369524052869,10.367619562830992
96.76306742016108,10.257095413197549
100.18375194462234,10.542871520881604
113.68281545057141,10.705058661681575
116.78322471118054,11.23081352007299
119.944921485065,10.731273500558679
128.75080369171752,10.643089173865123
136.14560943053047,11.127414367976755
136.34323307086612,11.142930997474993
140.36369151920445,11.551829920942845
168.8303352131979,11.86999997183478
172.99686235814647,11.7961089191259
176.15625466001018,12.18080032018804
180.90725348872593,11.464522216964868
182.3700588375673,11.65365452276245
187.41998482922463,11.651940964226393
195.49521488289116,11.947827147597552
212.715580877921,11.939344356394388
217.08756633203424,12.615907641789294
222.27582362092133,12.445339445339755
222.47881453954875,12.074154314459667
228.6127356578895,12.252826275637739
232.48702741810467,12.65155415423506
243.83211686404232,12.808937970368316
245.11718623478168,13.156519267507537
262.0304335394174,13.4316587398022
262.2911513233984,12.6818228299828
263.3270638512314,12.260638563990442
266.0485192963987,11.917886115780608
267.6937653444184,12.637813438703152
270.23156273734025,12.313617671406902
275.349465323004,12.432892821946096
277.12633815083245,12.373870960282058
280.0326022362205,12.515262734075085
281.73348676548477,12.877294069236294
282.6577236858795,12.604614570233604
285.42295573556027,12.509909548888395
300.6268650620181,12.246803874152258
332.1476403947975,12.055095116588694
332.75087220950087,12.411607627278002
334.219291404767,12.541365234754505
335.5242964472481,13.087878974073966
339.1416638887133,12.596582356441866
341.24471757173626,12.852321853306918
378.16955587133305,12.407711320438255
378.9986394732389,12.202016870074894
380.8309920003545,12.26796497133029
386.3190720483987,12.339932180639275
397.14990883613706,13.19604091973055
398.58812419643255,12.311083996232686
398.9105139552193,12.809046761120904
401.041777074283,12.286621846573894
401.8883968095062,12.836971903862274
409.4973023849853,12.67298528983176
409.82937194547276,12.510508630702574
417.79222504664165,12.545271242159371
418.42081743561835,12.361063691371184
420.15906120134946,12.691321660444626
423.09922717580105,12.421004955897766
433.41561035787015,12.189818270869827
446.85729354469026,12.174118727704116
454.8526440512243,12.609276375316638
456.68382119421176,13.031227376923132
458.9993144496153,12.605497484072032
464.373629133578,12.521908502167037
467.03009824425715,12.643247841880763
468.43741861318074,12.949300522512049
470.3389254638481,12.623314750409158
471.6385831661723,12.43422183074988
472.154626501283,12.889386613017967
482.8586144980811,12.686126931538485
488.4122307996208,13.018226797598798
493.65696796249796,12.612470331166573
496.5787031955492,12.190159290483852
499.35588083712065,12.147052240226301
499.6069176347025,13.052778379669375
512.0418439608997,10.050290605455041
515.1587519468295,8.69652368456899
535.8726727933187,3.4331220316172235
556.0589933091611,0.43843328767266065
577.1385987297087,0.0
580.505839460526,0.0
582.418814636942,0.1929980384067133
585.3734109820535,0.0
